"Region: Body 1.wall: Centroid[X] (m)","Region: Body 1.wall: Wall Shear Stress[i] (Pa)"
0.05286933855445938,-0.33891701183657913
0.05122505890620255,-0.4673558403578271
0.04959907565826255,-0.5944839351797502
0.04799133239514579,-0.7192627709029746
0.046401768381801434,-0.8420415859610733
0.0448303186898001,-0.9611668216165002
-0.04846379845877169,3.8582676882012152
0.0432769143233232,-1.0754468731652984
-0.04542571492603607,3.860169449178001
0.0417414823448371,-1.1836532946255698
-0.04245550377596648,3.8639474858116145
0.04022394600033172,-1.2846346630215477
-0.03955164870386649,3.8691725612005095
0.038724224844007074,-1.3769274941048044
-0.036712667280083454,3.8758252266335744
0.0372422348622969,-1.459317651479377
-0.03393711019322218,3.883966540405098
0.03577788859712336,-1.5306820316088205
-0.031223560510265702,3.893605026005099
0.034331095268281056,-1.5899106285193627
-0.02857063295322524,3.904763752236036
0.03290176089485401,-1.636080454533516
-0.025976973191950265,3.9174962596971405
0.031489788415574066,-1.668522163266363
-0.02344125715273753,3.9318826530279725
0.030095077808033485,-1.6867857191980549
-0.020962190342386125,3.9480349122231937
0.028717526206669897,-1.6904290453135673
-0.018538507187353535,3.9661128625704873
0.027357028019445603,-1.6800555568363593
-0.016168970387675247,3.986305379809378
0.026013475043148757,-1.6557750377550973
-0.013852370285318162,4.008862244617208
0.02468675657724788,-1.6199639078510637
-0.011587524246645338,4.034150381845167
0.023376759536235497,-1.5733484067934338
-0.00937327605867677,4.062745465979156
0.02208336856040191,-1.5169267073577846
-0.007208495338838023,4.095335695141004
0.02080646612498338,-1.4513973230366661
-0.005092076957895403,4.134032984993875
0.01954593264763395,-1.3780371006085363
-0.003022940475783057,4.179543342947733
0.01830164659417384,-1.2980607581651884
-0.0010000295900339854,4.243588957414515
0.017073484582571352,-1.2144410606885436
0.015861321485119803,-1.1273604195265294
0.0,0.0
0.01466503052877366,-1.039015599059289
0.0,0.0
0.013484483393612343,-0.9501940146858606
0.0,-1.8493745617553655E-18
0.01231955030940432,-0.8619708238788252
0.0,9.39515261204541E-19
0.011170100150246581,-0.7750591935246846
0.0,0.0
0.010036000527258171,-0.6897719648660023
0.0,0.0
0.00891711787931014,-0.6061860141385382
0.0,0.0
0.007813317561777222,-0.5239921935420712
0.0,0.0
0.006724463933299285,-0.44277241136715506
0.0,-1.0002480921286879E-18
0.005650420440543563,-0.36232405631618075
0.0,0.0
0.0045910497009616635,-0.28175599796852485
0.0,-1.957842349594669E-18
0.0035462135835380437,-0.20255488057348953
0.0,1.8710440696893486E-18
0.0025157732875286942,-0.12023163898346131
0.0,0.0
0.0014995894191917603,-0.058235893770295796
0.0,-1.3934662387827073E-18
0.0,0.0
4.975220665138919E-4,0.006720506023049721
0.054531966572731794,-0.20884768917136565
0.05621299035876247,-0.08397386364701341
0.05791245261239307,0.05601131818643241
0.05963039120997983,0.17403377917116203
0.061366839079319335,0.28465929739219886
0.06312182407523738,0.39438284508857746
0.06489536885599886,0.4993527771600479
0.06668749076070081,0.600083536889114
0.06849820168781445,0.6964603320895638
0.07032750797504604,0.7885686649625908
0.07217541028069001,0.8765485832036791
0.07404190346665146,0.9605408705272775
0.0759269764833179,1.0406093875444724
0.077830612256464,1.11689504619368
0.0797527875763749,1.1896368358434326
0.08169347298937676,1.2590307469221147
0.08365263269196524,1.3252768510834743
0.08563022442772474,1.3882443458050877
0.08762619938723223,1.4485577313217826
0.08964050211114173,1.5061846764451439
0.0916730703966455,1.5611856625071696
0.09372383520750903,1.6136636493047256
0.09579272058787736,1.6637575514163383
0.09787964358004916,1.711616521359855
0.09998451414641521,1.757380135200492
0.10210723509575688,1.8011836984991407
0.10424770201409805,1.8430999438573255
0.10640580320030245,1.8833453944761376
0.10858141960660632,1.9219322551053388
0.1107744247842728,1.9589191057778375
0.11298468483455178,1.9943778529346672
0.11521205836512448,2.028400780873089
0.11745639645220847,2.0610642134456008
0.11971754260849385,2.0924319091337784
0.1219953327570755,2.122565981493447
0.12428959521154159,2.1515208536735746
0.12660015066237146,2.179337442499853
0.12892681216978952,2.206061340570142
0.13126938516321485,2.23173435088891
0.13362766744743804,2.256404859825448
0.1360014492156491,2.280116559673883
0.13839051306943106,2.3029045759631233
0.14079463404582548,2.324808786034771
0.14321357965156578,2.3458692627850977
0.14564710990456484,2.3661230007179372
0.148094977382733,2.3856023612607014
0.15055692728019102,2.40433799115381
0.1530326974709323,2.4223588843216635
0.15552201857997666,2.4396898241195495
0.1580246140620461,2.4563532889635695
0.16054020028778065,2.472371600179559
0.16306848663750054,2.4877678304090476
0.1656091756025071,2.50256407506588
0.1681619628939033,2.5167824625308
0.17072653755890013,2.5304477990481837
0.17330258210456262,2.5435823791472134
0.17588977262893588,2.5562077932814327
0.17848777895947748,2.568346815337633
0.18109626479870905,2.580021202144137
0.18371488787698653,2.591251620217248
0.18634330011227473,2.602058017485881
0.18898114777679786,2.612458624190099
0.19162807167042528,2.622470557236596
0.19428370730063693,2.632110855285454
0.19694768506890054,2.6413964371017724
0.19961963046328018,2.6503436252596053
0.20229916425708147,2.6589685236966916
0.20498590271332756,2.6672874364252217
0.20767945779484753,2.6753166178479915
0.21037943737974657,2.6830722979125214
0.21308544548201713,2.690570415320176
0.21579708247703716,2.6978270977009977
0.21851394533169344,2.7048584310729256
0.2212356278388566,2.711680573965596
0.2239617208559248,2.7183089558835767
0.22669181254714527,2.7247608305362694
0.22942548862941375,2.731050043107215
0.23216233262124425,2.7372039719146075
0.23490192609459493,2.743223898450155
0.23764384892922916,2.7491978408450417
0.2403876795692855,2.75501640193405
0.2431329952817251,2.761232219588254
0.24587937241632116,2.767126031176917
0.24862638666685088,2.77701690003364
